item,itemLabel,startDate,endDate,psid
Q13034914,Henry Fagan,1957-01-01,1959-01-01,Q13034914-DB72D19B-F091-4C2E-9744-6BFE893C3784
Q15996283,James Rose Innes,1914-01-01,1927-01-01,Q15996283-9AE9C1C6-4E26-4788-959A-A95F2911788F
Q17627070,William Henry Solomon,1927-01-01,1929-01-01,Q17627070-04E00B2D-C567-421F-BBC0-DDC5E293388F
Q17627123,John Wessels,1932-01-01,1936-01-01,Q17627123-44320416-3CCA-41B9-B53A-C62DF4CC9F32
Q19538817,Jacob de Villiers,1929-01-01,1932-01-01,Q19538817-DB32129D-83D7-4AFD-8551-8D09FB898D82
Q20679489,Pieter Jacobus Rabie,1982-01-01,1989-01-01,Q20679489-B08B9447-C1AB-4472-B93B-3E4F071E7A21
Q23541130,Newton Ogilvie Thompson,1971-01-01,1974-01-01,Q23541130-20863938-5C6A-438A-AAC8-6B5684000996
Q24203313,Frans Lourens Herman Rumpff,1974-01-01,1982-01-01,Q24203313-DE80EB2E-6C43-462E-9771-875E5873124F
Q24203414,Ernest Frederick Watermeyer,1943-01-01,1950-01-01,Q24203414-58E689B7-79A6-43F6-B1FA-81B6B8B59F30
Q34471047,John Stephen Curlewis,1936-01-01,1938-01-01,Q34471047-9CC0BF1A-036E-4EAF-AD9D-00090C76E467
Q35160596,James Stratford,1938-01-01,1939-01-01,Q35160596-ED065FBA-639E-4FD9-B72E-91A7D098F1D6
Q3838348,Lucas Cornelius Steyn,1959-01-01,1971-01-01,Q3838348-ACED5E2A-E78A-418C-B371-AE98820EE919
Q4711550,Albert van der Sandt Centlivres,1950-01-01,1957-01-01,Q4711550-2B8053DD-A8A8-415E-9BC7-9F1A0BB2DE11
Q4777178,Arthur Chaskalson,2001-11-01,2005-06-01,Q4777178-679D8774-8C9E-423C-A3EF-793ED6386ED5
Q6084777,Ismail Mahomed,1998-01-01,2000-01-01,Q6084777-4E476DD2-AE80-415E-8CAF-F7269451EFB8
Q6265661,"John de Villiers, 1st Baron de Villiers",1910-01-01,1914-01-01,Q6265661-31D0E854-F772-4051-A2D2-FEB3983BCFD5
Q6829460,Michael Corbett,1989-01-01,1996-01-01,Q6829460-BB135993-CC90-45F0-AE1B-7AF24F6C5D8C
Q6890661,Mogoeng Mogoeng,2011-09-08,2021-10-11,Q6890661-70190213-415E-4F1A-A22E-94646BF4A830
Q7199595,Pius Langa,2005-06-01,2009-10-01,Q7199595-D9C15702-DC80-493E-A66D-65F6629A3FF5
Q7299252,Raymond Zondo,2021-10-11,,Q7299252-61647392-B1BA-4F5A-A9DF-E17C06BD8E4A
Q7416361,Sandile Ngcobo,2009-10-12,2011-08-12,Q7416361-D44683F0-3FED-4F19-B59F-D0DD5156591F
Q971066,Nicolaas Jacobus de Wet,1939-01-01,1943-01-01,Q971066-96473A91-6D44-48D0-B1A4-702D828B38EF
